id,region,sexo,tramo_etario,ganancia_final,lugar_trabajo,financiamiento_inicial,rama_economica,motivacion,informalidad,tramos_ganancias
3533,Magallanes,Mujer,30 a 44 años,300000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
3534,Valparaíso,Mujer,Adulto Medio,281000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
3535,Valparaíso,Mujer,Adulto Medio,500000.0,Instalación Independiente,Ahorros propios,Minería,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
3536,Valparaíso,Mujer,Adulto Medio,300000.0,A domicilio,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
3537,Metropolitana,Hombre,30 a 44 años,800000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3538,Atacama,Hombre,Adulto Medio,250000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Menos de $350.000
3539,Metropolitana,Mujer,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
3540,Los Ríos,Hombre,Adulto Medio,300000.0,A domicilio,Ahorros propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
3541,Los Ríos,Mujer,60 años o más,150000.0,A domicilio,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
3542,Metropolitana,Hombre,45 a 59 años,750000.0,Instalación Independiente,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3543,Metropolitana,Hombre,Adulto Medio,80000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
3544,Metropolitana,Hombre,Adulto Medio,400000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
3545,Aysén,Hombre,45 a 59 años,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
3546,Aysén,Mujer,Adulto Medio,100000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
3547,Los Lagos,Mujer,Adulto Medio,20000.0,Instalación Independiente,Ahorros propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
3548,La Araucanía,Hombre,30 a 44 años,300000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
3549,Metropolitana,Hombre,60 años o más,800000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3550,Biobío,Mujer,Adulto Medio,800000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
3551,Metropolitana,Mujer,Adulto Medio,80000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
3552,Metropolitana,Hombre,Adulto Medio,3500000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Más de $1.500.000
3553,Metropolitana,Mujer,Adulto Medio,2000000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Más de $1.500.000
3554,Los Lagos,Hombre,60 años o más,1000000.0,Instalación Independiente,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3555,Los Lagos,Hombre,Adulto Medio,400000.0,En la vía pública,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3556,Valparaíso,Hombre,Adulto Medio,1083333.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
3557,O'Higgins,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
3558,O'Higgins,Hombre,Adulto Medio,500000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3559,Maule,Mujer,Adulto Medio,250000.0,En el propio hogar,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
3560,Antofagasta,Hombre,Adulto Medio,15000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
3561,O'Higgins,Hombre,Adulto Medio,500000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3562,O'Higgins,Mujer,45 a 59 años,250000.0,A domicilio,Ahorros propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
3563,Metropolitana,Hombre,Adulto Medio,144707.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
3564,Coquimbo,Hombre,Adulto Medio,200000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
3565,Metropolitana,Hombre,45 a 59 años,1000000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
3566,Los Ríos,Hombre,Adulto Medio,400000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3567,Los Ríos,Hombre,45 a 59 años,750000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3568,Los Ríos,Hombre,Adulto Medio,200000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
3569,Atacama,Hombre,45 a 59 años,1000000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3570,Los Lagos,Mujer,Adulto Medio,450000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3571,Biobío,Hombre,45 a 59 años,500000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
3572,Metropolitana,Mujer,Adulto Medio,168000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
3573,Coquimbo,Hombre,45 a 59 años,4000000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Más de $1.500.000
3574,La Araucanía,Mujer,60 años o más,5000000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Más de $1.500.000
3575,La Araucanía,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
3576,Coquimbo,Hombre,Adulto Medio,1000000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Oportunidad de negocio,Formal,Entre $700.000 y $1.500.000
3577,La Araucanía,Hombre,Adulto Medio,350000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Menos de $350.000
3578,Metropolitana,Mujer,60 años o más,225000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
3579,Metropolitana,Mujer,60 años o más,200000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
3580,Arica y Parinacota,Mujer,Adulto Medio,172000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
3581,Valparaíso,Hombre,60 años o más,500000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3582,Atacama,Hombre,Adulto Medio,500000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3583,Atacama,Hombre,Adulto Medio,2000000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Más de $1.500.000
3584,Coquimbo,Hombre,60 años o más,2400000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Más de $1.500.000
3585,Metropolitana,Hombre,Adulto Medio,3500000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Más de $1.500.000
3586,Los Lagos,Hombre,45 a 59 años,1000000.0,En la vía pública,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
3587,Valparaíso,Hombre,Adulto Medio,400000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3588,Biobío,Hombre,60 años o más,350000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
3589,Biobío,Mujer,45 a 59 años,15000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
3590,Valparaíso,Hombre,Adulto Medio,800000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3591,Metropolitana,Hombre,Adulto Medio,233333.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
3592,Tarapacá,Hombre,45 a 59 años,4415001.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Más de $1.500.000
3593,Valparaíso,Hombre,45 a 59 años,90000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
3594,Arica y Parinacota,Mujer,Adulto Medio,250000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
3595,Biobío,Hombre,Adulto Medio,200000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
3596,Los Lagos,Hombre,Adulto Medio,1500000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3597,Atacama,Mujer,Adulto Medio,250000.0,En el propio hogar,Ahorros propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
3598,Ñuble,Hombre,Adulto Medio,500000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
3599,Metropolitana,Hombre,Adulto Medio,4500000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Más de $1.500.000
3600,Metropolitana,Hombre,Adulto Medio,712000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3601,Metropolitana,Mujer,Adulto Medio,460000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
3602,Maule,Hombre,60 años o más,1200000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3603,Maule,Mujer,Adulto Medio,2000000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Más de $1.500.000
3604,Metropolitana,Hombre,60 años o más,200000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Menos de $350.000
3605,Arica y Parinacota,Hombre,45 a 59 años,2000000.0,En el propio hogar,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Más de $1.500.000
3606,Maule,Hombre,60 años o más,500000.0,Local u oficina comercial,Fondos estatales (Sercotec/Corfo),Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3607,Maule,Mujer,45 a 59 años,170000.0,A domicilio,Préstamo bancario,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
3608,Metropolitana,Hombre,30 a 44 años,800000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3609,Metropolitana,Mujer,60 años o más,200000.0,Instalación Independiente,Préstamo bancario,Construcción,Oportunidad de negocio,Formal,Menos de $350.000
3610,Valparaíso,Mujer,Adulto Medio,600000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
3611,O'Higgins,Hombre,Adulto Medio,755000.0,A domicilio,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3612,Metropolitana,Mujer,60 años o más,800000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3613,Valparaíso,Hombre,Adulto Medio,1000000.0,En el propio hogar,Recursos Propios,Construcción,Oportunidad de negocio,Informal,Entre $700.000 y $1.500.000
3614,Aysén,Mujer,60 años o más,300000.0,Instalación Independiente,Recursos Propios,Minería,Oportunidad de negocio,Formal,Menos de $350.000
3615,Antofagasta,Hombre,60 años o más,800000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3616,Biobío,Hombre,Adulto Medio,-35000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Menos de $350.000
3617,Biobío,Mujer,60 años o más,300000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
3618,O'Higgins,Hombre,Adulto Medio,33000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
3619,La Araucanía,Hombre,45 a 59 años,900000.0,En el propio hogar,Recursos Propios,Construcción,Oportunidad de negocio,Informal,Entre $700.000 y $1.500.000
3620,La Araucanía,Mujer,Adulto Medio,380000.0,Instalación Independiente,Ahorros propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3621,Los Lagos,Mujer,30 a 44 años,400000.0,A domicilio,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3622,Los Lagos,Hombre,30 a 44 años,1000000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
3623,Los Lagos,Hombre,Adulto Medio,450000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
3624,Los Lagos,Hombre,Adulto Medio,200000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
3625,Aysén,Hombre,30 a 44 años,1200000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
3626,Aysén,Mujer,30 a 44 años,100000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
3627,Aysén,Hombre,Adulto Medio,800000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
3628,Aysén,Mujer,Adulto Medio,800000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
3629,Aysén,Hombre,Adulto Medio,55000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
3630,Aysén,Hombre,Adulto Medio,-55000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
3631,Aysén,Mujer,Adulto Medio,70000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
3632,Metropolitana,Hombre,Adulto Medio,2500000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Más de $1.500.000
3633,Valparaíso,Hombre,30 a 44 años,140000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
3634,Atacama,Hombre,60 años o más,700000.0,En el propio hogar,Recursos Propios,Construcción,Oportunidad de negocio,Informal,Entre $350.000 y $700.000
3635,Arica y Parinacota,Hombre,30 a 44 años,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
3636,La Araucanía,Hombre,60 años o más,60000.0,Instalación Independiente,Préstamo familiar,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
3637,La Araucanía,Mujer,Adulto Medio,60000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
3638,O'Higgins,Hombre,60 años o más,620000.0,Local u oficina comercial,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
